plan_id	machine	grid_instruction	scene_idx	noise_idx	armsig	kind	sig	pkl_sha256	model	version	ckpt	task	task_id	instruction	env_name	env_seed	inference_seed	episode_idx	success	steps	n_inferences	n_action_steps	chunk_len	has_pkl	capture_token_mode	feature_kind	feature_axes	record_shape	capture_layers	plan_name	machine_source	ckpt_source	meta_source	rel_path
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	0	base	activation	24f992837ddb2808	24f992837ddb28088e6d7b5f664e6afbba07ac5515d0c2eee57b2f129b3cfa88	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300000	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n0/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	1	base	activation	697ad2aa684e9f1a	697ad2aa684e9f1addb2708ca910b9905048e324fe4adf0f1c67fa0e8e331687	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300001	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n1/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	2	base	activation	2da845f2d5c0e6fa	2da845f2d5c0e6faad3e458f60fd3459aeb696694fde537841e1f65ec9b872b3	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300002	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n2/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	3	base	activation	3a992651cf735485	3a992651cf735485c16aafb1ed8a1d29d7b15ac729339838c9fec2721e8a6a34	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300003	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n3/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	4	base	activation	bdacef0c92009ad4	bdacef0c92009ad44e64425a09b2386b05d5552944c66c594c3593cbc33f59b0	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300004	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n4/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	5	base	activation	f064d9b3cfafca09	f064d9b3cfafca09bf34df1c59947b47d10f7f3ff2a5839a5857c0824586f98c	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300005	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n5/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	6	base	activation	1cbf19bc8644bbbf	1cbf19bc8644bbbf4fe815cddbd8c28b8a3b68d299688cfd723c9fcf51e68817	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300006	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n6/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	7	base	activation	aef25f509a894d46	aef25f509a894d46b1ebaccfb4a7af6b7b60869815b6d4c6c73292dd4e42fc98	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300007	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n7/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	8	base	activation	b7a159f8c34892cc	b7a159f8c34892cc69375b0efe151cbdac23ce59e60165d739bebf9e71cb7de5	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300008	0	1			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n8/base
979d4833a7db	dongkyu-MS-7D43	PPCC/marshmallow	0	9	base	activation	cea50f0895c675bb	cea50f0895c675bbb84f9f6e795c5f1177e85bdd97011478abe7695ef9175960	lerobot_groot_n15	n15	lerobot_groot_n15__robocasa365_ckpt120000		0	Pick the marshmallow from the counter and place it in the cabinet.	robocasa_panda_omron/PickPlaceCounterToCabinet_PandaOmron_Env	100007	1300009	0	0			5		1	all_token_full	groot_n15_dit_block_residual_full_tokens_denoise	["layer","denoise_step","model_token","feature_dim"]	[7,4,49,1536]	[0,2,4,8,10,12,15]	n15_grid_v1b	grid_coord	meta	meta_json	979d4833a7db/dongkyu-MS-7D43/PPCC/marshmallow/s0/n9/base
